DATA;Livello invaso                              (m s.l.m.);Volume invaso                             (m3);Pioggia Ridracoli                        (mm);Apporto mc/giorno;Prelievi m3/giorno
10/11/2018;526,57;10358936;0,2;26256,62304;-103095,623
11/11/2018;526,41;10282097;0,2;26901,62496;-117670,625
12/11/2018;526,22;10191328;0,4;16759,77696;-107011,777
13/11/2018;526,03;10101076;0,2;23567,328;-108595,328
14/11/2018;525,85;10016048;0,0;19930,17312;-109181,1731
15/11/2018;525,66;9926797;0,2;12248,0208;-91671,0208
16/11/2018;525,49;9847374;8,6;23664,11328;-98041,11328
17/11/2018;525,33;9772997;17,6;104191,3152;-71696,3152
18/11/2018;525,4;9805492;9,0;160795,9296;-123572,9296
19/11/2018;525,48;9842715;4,2;103346,7552;-89364,7552
20/11/2018;525,51;9856697;37,4;368269,8048;-28873,8048
21/11/2018;526,23;10196093;1,0;431217,0432;-108729,0432
22/11/2018;526,9;10518581;0,2;363499,7472;-172797,7472
23/11/2018;527,29;10709283;2,8;227204,5248;-128550,5248
24/11/2018;527,49;10807937;7,0;254235,024;-35140,024
25/11/2018;527,93;11027032;20,2;642277,728;-45784,728
26/11/2018;529,1;11623525;2,2;461738,7072;-211118,7072
27/11/2018;529,58;11874145;6,0;270212,8896;-133010,8896
28/11/2018;529,84;12011347;0,0;195373,296;-126389,296
29/11/2018;529,97;12080331;0,0;141593,616;-120315,616
30/11/2018;530,01;12101609;0,0;109164,9312;-119806,9312
1/12/2018;529,99;12090967;1,0;85211,352;-101162,352
2/12/2018;529,96;12075016;0,0;80266,38624;-112128,3862
3/12/2018;529,9;12043154;0,6;82956,04416;-88261,04416
4/12/2018;529,89;12037849;0,2;116757,7632;-111452,7632
5/12/2018;529,9;12043154;0,2;80366,23872;-101577,2387
6/12/2018;529,86;12021943;5,4;87908,3712;-98504,3712
7/12/2018;529,84;12011347;1,0;84501,78336;-89797,78336
8/12/2018;529,83;12006051;9,6;248674,4064;-67764,4064
9/12/2018;530,17;12186961;2,8;258918,4224;-92437,4224
10/12/2018;530,48;12353442;0,0;223310,6496;-136811,6496
11/12/2018;530,64;12439941;0,0;154731,5136;-111334,5136
12/12/2018;530,72;12483338;0,0;105116,832;-110546,832
13/12/2018;530,71;12477908;7,4;98619,8976;-93189,8976
14/12/2018;530,72;12483338;14,8;96369,696;-107228,696
15/12/2018;530,7;12472479;0,0;72519,89184;-99638,89184
16/12/2018;530,65;12445360;8,4;76587,83712;-103668,8371
17/12/2018;530,6;12418279;11,2;78962,45472;-106004,4547
18/12/2018;530,55;12391237;0,0;75000,33216;-96607,33216
19/12/2018;530,51;12369630;0,4;84876,18048;-63269,18048
20/12/2018;530,55;12391237;7,2;353963,52;-70846,52
21/12/2018;531,07;12674354;0,8;408177,8784;-20467,8784
22/12/2018;531,77;13062064;0,2;559210,176;-146751,176
23/12/2018;532,5;13474523;0,0;361644,8256;-166681,8256
24/12/2018;532,84;13669486;0,2;238373,4528;-117041,4528
25/12/2018;533,05;13790818;0,0;171368,1792;-101721,1792
26/12/2018;533,17;13860465;0,0;135195,696;-100286,696
27/12/2018;533,23;13895374;0,0;112875,12;-118697,12
28/12/2018;533,22;13889552;0,0;90759,4848;-96580,4848
29/12/2018;533,21;13883731;0,0;81017,89344;-110096,8934
30/12/2018;533,16;13854652;0,0;73978,69536;-103017,6954
31/12/2018;533,11;13825613;0,0;71767,17504;-123938,175
1/1/2019;533,02;13773442;0,0;61571,41514;-102059,4151
2/1/2019;532,95;13732954;0,0;59114,98718;-116820,9872
3/1/2019;532,85;13675248;0,0;50846,08784;-96897,08784
4/1/2019;532,77;13629197;0,0;47224,40529;-110378,4053
5/1/2019;532,66;13566043;0,0;43808,39195;-89619,39195
6/1/2019;532,58;13520232;0,0;49245,6665;-112069,6665
7/1/2019;532,47;13457408;0,0;41872,79835;-98820,79835
8/1/2019;532,37;13400460;0,0;37129,0658;-88248,0658
9/1/2019;532,28;13349341;0,0;50667,39349;-79012,39349
10/1/2019;532,23;13320996;0,0;28664,14804;-96530,14804
11/1/2019;532,11;13253130;0,0;28489,90316;-84873,90316
12/1/2019;532,01;13196746;0,0;27528,52821;-89369,52821
13/1/2019;531,9;13134905;0,0;49025,03185;-88280,03185
14/1/2019;531,83;13095650;0,0;28649,68472;-90181,68472
15/1/2019;531,72;13034118;0,0;24001,83964;-85345,83964
16/1/2019;531,61;12972774;0,0;26989,64367;-99243,64367
17/1/2019;531,48;12900520;5,2;53370,44735;-103239,4473
18/1/2019;531,39;12850651;5,4;37151,55773;-86895,55773
19/1/2019;531,3;12800907;3,0;52824,72382;-96935,72382
20/1/2019;531,22;12756796;0,2;36344,11669;-85851,11669
21/1/2019;531,13;12707289;8,0;47931,81839;-91832,81839
22/1/2019;531,05;12663388;12,4;49673,15483;-93475,15483
23/1/2019;530,97;12619586;6,0;49973,08674;-88219,08674
24/1/2019;530,9;12581340;7,6;45719,19422;-100226,1942
25/1/2019;530,8;12526833;0,0;41203,2546;-90128,2546
26/1/2019;530,71;12477908;0,0;50214,23836;-99015,23836
27/1/2019;530,62;12429107;1,8;84576,2455;-3172,245499
28/1/2019;530,77;12510511;6,0;340569,429;-127302,429
29/1/2019;531,16;12723778;5,0;213632,6797;-125459,6797
30/1/2019;531,32;12811951;11,4;155366,5409;-105595,5409
31/1/2019;531,41;12861722;7,6;130669,931;8243,06897
1/2/2019;531,66;13000635;30,8;1644636,841;1650852,159
2/2/2019;537,14;16296124;68,2;4155501,379;-1268250,379
3/2/2019;541,37;19183375;8,2;1533704,645;-508812,6448
4/2/2019;542,77;20208267;2,8;749949,1425;-224217,1425
5/2/2019;543,47;20733999;0,0;472514,1724;-129815,1724
6/2/2019;543,92;21076698;0,0;325275,7187;-133278,7187
7/2/2019;544,17;21268695;0,0;254948,703;-139197,703
8/2/2019;544,32;21384446;0,0;204302,2385;-119153,2385
9/2/2019;544,43;21469595;0,0;161337,2978;-130318,2978
10/2/2019;544,47;21500614;0,0;176070,726;-106169,726
11/2/2019;544,56;21570515;6,6;223136,3411;-129701,3411
12/2/2019;544,68;21663950;0,0;180710,939;-149506,939
13/2/2019;544,72;21695154;0,0;137431,4873;-129625,4873
14/2/2019;544,73;21702960;0,0;137427,3056;-129620,3056
15/2/2019;544,74;21710767;0,0;112061,1443;-127674,1443
16/2/2019;544,72;21695154;0,0;104690,3103;-128096,3103
17/2/2019;544,69;21671748;0,0;110976,4023;-126571,4023
18/2/2019;544,67;21656153;0,0;99502,17476;-138456,1748
19/2/2019;544,62;21617199;0,0;84183,12721;-123091,1272
20/2/2019;544,57;21578291;0,0;84883,20179;-115976,2018
21/2/2019;544,53;21547198;0,0;71724,12128;-118308,1213
22/2/2019;544,47;21500614;0,0;75509,74903;-129772,749
23/2/2019;544,4;21446351;0,0;72185,92815;-134090,9282
24/2/2019;544,32;21384446;0,0;50917,20715;-112703,2071
25/2/2019;544,24;21322660;0,0;64683,94318;-118648,9432
26/2/2019;544,17;21268695;0,0;70347,67685;-101144,6768
27/2/2019;544,13;21237898;0,0;54339,47239;-92794,47239
28/2/2019;544,08;21199443;0,0;52808,28552;-114239,2855
1/3/2019;544;21138012;0,0;52207,27329;-90542,27329
2/3/2019;543,95;21099677;0,0;66748,93684;-105037,9368
3/3/2019;543,9;21061388;0,0;43867,86747;-89753,86747
4/3/2019;543,84;21015502;0,0;51279,49848;-104729,4985
5/3/2019;543,77;20962052;0,0;56322,57328;-94446,57328
6/3/2019;543,72;20923928;0,0;60464,67304;-75700,67304
7/3/2019;543,7;20908692;0,0;78717,0084;-124383,0084
8/3/2019;543,64;20863026;0,0;37412,92505;-75416,92505
9/3/2019;543,59;20825022;0,0;67952,50626;-121081,5063
10/3/2019;543,52;20771893;0,0;42670,42379;-80564,42379
11/3/2019;543,47;20733999;11,8;94036,89537;-101610,8954
12/3/2019;543,46;20726425;0,2;49848,73352;-95250,73352
13/3/2019;543,4;20681023;0,2;59614,88743;-82290,88743
14/3/2019;543,37;20658347;0,0;52160,70843;-97463,70843
15/3/2019;543,31;20613044;0,0;41137,26454;-78840,26454
16/3/2019;543,26;20575341;0,0;30860,8386;-83566,8386
17/3/2019;543,19;20522635;0,0;57028,80707;-79590,80707
18/3/2019;543,16;20500073;19,4;91021,98257;-45882,98257
19/3/2019;543,22;20545212;8,0;121374,7559;-91245,75586
20/3/2019;543,26;20575341;0,0;81925,34409;-81925,34409
21/3/2019;543,26;20575341;0,0;99610,68192;-92073,68192
22/3/2019;543,27;20582878;0,0;68776,26457;-68776,26457
23/3/2019;543,27;20582878;0,0;68596,65356;-83668,65356
24/3/2019;543,25;20567806;0,0;60626,8055;-68159,8055
25/3/2019;543,24;20560273;0,0;65048,50559;-49980,50559
26/3/2019;543,26;20575341;27,4;117621,5;-102545,5
27/3/2019;543,28;20590417;0,0;96220,85037;-66047,85037
28/3/2019;543,32;20620590;0,0;96421,41609;-66219,41609
29/3/2019;543,36;20650792;0,0;112341,0896;-82110,08963
30/3/2019;543,4;20681023;0,0;104476,8082;-81783,80817
31/3/2019;543,43;20703716;0,0;96458,43315;-73749,43315
1/4/2019;543,46;20726425;0,0;89702,44904;-74553,44904
2/4/2019;543,48;20741574;0,2;88723,4333;-88723,4333
3/4/2019;543,48;20741574;0,4;81058,64639;-81058,64639
4/4/2019;543,48;20741574;43,0;812811,8958;438695,1042
5/4/2019;545,1;21993081;0,0;960262,6465;-468376,6465
6/4/2019;545,72;22484967;0,0;369061,3174;-128458,3174
7/4/2019;546,02;22725570;0,0;247892,1844;-94631,18445
8/4/2019;546,21;22878831;0,0;187404,435;-82148,43497
9/4/2019;546,34;22984087;0,0;156881,4697;-83823,46973
10/4/2019;546,43;23057145;2,2;135136,0897;-61925,08971
11/4/2019;546,52;23130356;5,6;151750,4253;-62060,42534
12/4/2019;546,63;23220046;5,8;157383,7749;-75647,77495
13/4/2019;546,73;23301782;1,4;190261,9995;-83719,99951
14/4/2019;546,86;23408324;16,2;228547,1558;59900,84424
15/4/2019;547,21;23696772;0,6;452498,2635;-153358,2635
16/4/2019;547,57;23995912;0,0;288598,6519;-96175,65189
17/4/2019;547,8;24188335;0,0;213522,4731;-45368,47314
18/4/2019;548;24356489;0,0;202403,3684;-92688,36838
19/4/2019;548,13;24466204;0,0;149257,1194;-73108,11937
20/4/2019;548,22;24542353;0,0;130796,6789;-71460,67892
21/4/2019;548,29;24601689;0,0;117562,627;-66628,62703
22/4/2019;548,35;24652623;14,0;127959,0134;-17360,01337
23/4/2019;548,48;24763222;24,8;529949,8993;201328,1007
24/4/2019;549,33;25494500;1,0;792878,7964;-285741,7964
25/4/2019;549,91;26001637;0,0;347426,0101;-73640,01013
26/4/2019;550,22;26275423;2,8;279179,6745;-74814,67453
27/4/2019;550,45;26479788;3,0;216296,6515;-73507,65146
28/4/2019;550,61;26622577;10,8;298193,5066;-29085,50662
29/4/2019;550,91;26891685;2,6;337843,618;-75990,61801
30/4/2019;551,2;27153538;0,2;271089,1914;-89517,19144
1/5/2019;551,4;27335110;6,2;215690,6387;-42449,63873
2/5/2019;551,59;27508351;0,2;198402,5803;-79448,58026
3/5/2019;551,72;27627305;13,6;264487,0331;-7118,033081
4/5/2019;552;27884674;2,2;308561,9087;-86692,90872
5/5/2019;552,24;28106543;38,0;930821,8689;655274,1311
6/5/2019;553,92;29692639;26,4;1795843,103;-577769,103
7/5/2019;555,17;30910713;0,2;812122,641;-235792,641
8/5/2019;555,75;31487043;0,0;561520,3629;-180063,3629
9/5/2019;556,13;31868500;22,8;990526,4099;-64523,40991
10/5/2019;557,04;32794503;0,0;454240,2283;-341104,2283
11/5/2019;557,15;32907639;8,4;158161,4937;-147863,4937
12/5/2019;557,16;32917937;56,4;582282,2571;-303420,2571
13/5/2019;557,43;33196799;54,2;2808037,244;-2983800,244
14/5/2019;557,26;33021036;1,4;811313,7451;-718339,7451
15/5/2019;557,35;33114010;8,2;293801,207;-335144,207
16/5/2019;557,31;33072667;0,0;240973,9906;-302923,9906
17/5/2019;557,25;33010717;3,0;271358,6929;-250717,6929
18/5/2019;557,27;33031358;9,0;333224,4164;-312574,4164
19/5/2019;557,29;33052008;12,6;392558,2306;-330556,2306
20/5/2019;557,35;33114010;0,6;288967,9161;-330310,9161
21/5/2019;557,31;33072667;0,4;271259,61;-291918,61
22/5/2019;557,29;33052008;0,2;260681,218;-332918,218
23/5/2019;557,22;32979771;3,0;250347,5258;-291578,5258
24/5/2019;557,18;32938540;0,2;270790,9744;-301691,9744
25/5/2019;557,15;32907639;10,2;260413,0142;-291294,0142
26/5/2019;557,12;32876758;25,2;476805,9265;-187826,9265
27/5/2019;557,4;33165737;8,0;506183,876;-557910,876
28/5/2019;557,35;33114010;11,2;324483,7555;-303799,7555
29/5/2019;557,37;33134694;18,0;431307,7789;-410614,7789
30/5/2019;557,39;33155387;17,6;518019,2001;-538712,2001
31/5/2019;557,37;33134694;0,2;333805,648;-395832,648
1/6/2019;557,31;33072667;0,0;301494,3283;-291162,3283
2/6/2019;557,32;33082999;0,0;272918,1679;-324559,1679
3/6/2019;557,27;33031358;0,0;239282,7415;-301180,7415
4/6/2019;557,21;32969460;1,8;229036,6379;-311446,6379
5/6/2019;557,13;32887050;0,0;166516,7713;-187097,7713
6/6/2019;557,11;32866469;0,0;155035,9211;-206450,9211
7/6/2019;557,06;32815054;0,0;134291,8556;-195919,8556
8/6/2019;557;32753426;0,0;131831,6322;-213880,6322
9/6/2019;556,92;32671377;0,0;103098,0721;-195239,0721
10/6/2019;556,83;32579236;0,0;92460,69374;-174217,6937
11/6/2019;556,75;32497479;0,0;90003,25127;-171623,2513
12/6/2019;556,67;32415859;0,0;85636,33003;-167120,33
13/6/2019;556,59;32334375;0,0;76991,76006;-168496,7601
14/6/2019;556,5;32242870;0,0;48635,5751;-160239,5751
15/6/2019;556,39;32131266;0,0;63561,8597;-174907,8597
16/6/2019;556,28;32019920;0,0;73111,19499;-204370,195
17/6/2019;556,15;31888661;0,0;50239,86912;-161023,8691
18/6/2019;556,04;31777877;0,0;44653,17192;-195307,1719
19/6/2019;555,89;31627223;0,0;47133,97408;-157310,9741
20/6/2019;555,78;31517046;0,0;52134,27429;-191988,2743
21/6/2019;555,64;31377192;0,0;56590,63797;-176134,638
22/6/2019;555,52;31257648;8,4;42317,65194;-151632,6519
23/6/2019;555,41;31148333;0,0;19318,12077;-167973,1208
24/6/2019;555,26;30999678;0,0;29854,89178;-158304,8918
25/6/2019;555,13;30871228;0,0;38850,87404;-157104,874
26/6/2019;555,01;30752974;0,0;44785,65159;-182366,6516
27/6/2019;554,87;30615393;0,0;31765,09151;-159150,0915
28/6/2019;554,74;30488008;0,0;31031,60477;-177574,6048
29/6/2019;554,59;30341465;0,0;21341,85777;-157690,8578
30/6/2019;554,45;30205116;0,0;36229,84686;-162473,8469
1/7/2019;554,32;30078872;0,0;2299,813235;-166854,8132
2/7/2019;554,15;29914317;0,0;15350,26331;-217795,2633
3/7/2019;553,94;29711872;13,6;1093,654579;-164306,6546
4/7/2019;553,77;29548659;0,0;6121,099448;-168736,0994
5/7/2019;553,6;29386044;0,0;9659,732437;-181188,7324
6/7/2019;553,42;29214515;0,0;14954,57654;-195287,5765
7/7/2019;553,23;29034182;4,2;-7958,812594;-162197,1874
